구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량,리뷰내용_length
emae*****,2020-11-26 13:24:22.665000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가격 대비 가성비 최고입니다. 접고 펴기 좋고 가벼운 일상생활 무리없이 요신하게 사용하고 있습니다,5,1,54
hsks****,2020-11-16 00:45:04.779000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,아부지가 몸이불편하신데 휠체어타시고 바깥바람쐬기 좋아요..,5,1,32
algu*****,2020-11-25 03:05:58.238000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"여자가 들기에 많이 무겁지않아요
부드럽게 잘 굴러갑니다
접고 펴는것도 간편하구요
덕분에 엄마모시고 외출이 참~~편해졌어요
사진을 못찍어 아쉽네요",5,1,80
ejlu*****,2020-10-07 01:24:15.353000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"처음엔 박스가 너무 커서 깜짝놀랬는데 뜯고보니 너무 좋아요~!! 키가 큰편이라 병원휠체어는 낮아서 허리도 아프던데 높이도 높아 핸들링하기 편하네요~
단단한 느낌도 좋고요~ 가벼워요~
뜯자마자 엄마 모시고 산책나왔어요~~^^
좋은제품 감사합니다~ 많이 파세요~^^",5,1,146
hyem********,2020-11-19 17:14:27.710000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,너무잘구매햇어여 몸이안좋은엄마가병원자주가는데아빠가모시고갈때마다 차에실을때마다전에쓰던게무거워서 구매하게되엇는데 손잡이도접히고 가벼워서너무좋아요~,5,1,79
s_sh****,2020-12-07 12:46:07.490000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가성비는 좋지만 울퉁불퉁 지면에서는 승차감이 않좋다고 합니다,4,1,33
umji*****,2020-11-25 08:26:40.765000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가격대비 가볍고 좋네요
그런데 양쪽 바퀴가 살짝 언발란스가 나는것 같은데
A/S는 어디서 받아야 할까요?  여기는 포항인데..",5,1,70
ry****,2020-10-18 03:40:02.955000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"어머님 병원에 가실때 쓰려고 샀는데 아직은 타질 않아서 별점한개는 뺐구요
집안에서 시승해보니 가볍구 편해서 좋았습니다.
밖에 나갈때두 똑같았으면 좋겠네요 ㅎ",4,1,87
uh****,2020-12-02 15:06:59.847000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가격에 비해 상품이 튼튼하고 좋아 보였습니다.
잘 쓰겠습니다.",5,1,34
sara***********,2020-11-23 02:11:44.296000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가성비 최곱니다. 튼튼하네요. 그런데 보조자 브레이크 선이 너무 길어서 자꾸 바퀴에 닿습니다.,4,1,52
rkda********,2020-10-29 08:45:50.249000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가볍고 휴대성이 좋아서 차 트렁크에 넣기 좋아요!
젊은 여자 혼자서도 들 수 있는 무게에요",5,1,50
kl****,2020-11-09 10:14:41.689000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"빠르게 잘받았습니다.
가성비 좋은 제품입니다.
만족스러워요.",5,1,33
mk****,2020-10-15 12:55:45.198000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가성비 너무 좋은 제품이네여~
구매후기 보고 구매했는데요, 진짜 상품 좋아요! 우선 너무 가볍고, 허리부분이 접혀서 차에 실을때 너무 좋구요, 다리 조절받침 부분, 손잡이에 따로 브레이크 기능이 있는게 너무 실용적이구요~ 생각보다 의자 앉는 부분도 넓구 튼튼하구요, 재질이 가죽이 아니고 통풍이 잘 되는 재질이라 여름엔 시원하고 겨울엔 보온성도 있을것 같아서 좋네요! 
정말 제품에 비해 가격이 너무 착해서 좋아요~~
좋은 제품 만들어 주셔서 감사합니다. 
덕분에 할머니 잘 모시고 다닐수 있게되서 좋아요! 
사업 번창하세요!! 
그리고 택배도 바로 담날 오전에 도착해서 깜놀했네요^^ 
감사합니다!",5,1,335
jump***,2020-10-25 01:52:46.898000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,어머님께 사드렸는데 걷기가 많이 힘들어서 구입했는데 일단 가볍고 안전벨트도 있어 앞으로 업어질것도 방지해주고 장단지를 받쳐주는 것도 안정감있어하시고 승차감도 괜찮고 식당에서도 의자빼고 그냥앉으면 식탁높이와 딱 맞아 식사가 가능하며 밀어주는 입장에서도 손잡이 높이도 적당하고 접는것도 쉬우며 너무 무겁지 않아 트렁크에 싣기도 좋고 어디라도 쉽게 모시고 다닐수 있어 어머니 다리역할을 해드려 무척 좋아하십니다 타브랜드보다 가성비좋은 제품이라 흡족합니다,5,1,250
sjpl******,2020-09-29 08:32:50.871000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"다리가 부러지는 사고를 당해서 갑자기 휠체어가 필요했는데 사장님께서 밤이 늦었는데도 불구하고 친절히 응대해 주셔서 감사했습니다. 추석이 지나면 받는 줄 알고 전전긍긍했는데 일요일밤에 주문하여 화요일 아침에 잘 받았어요. 사장님, 정말 감사하고 사업 번창하시고요, 휠체어는 여기걸로 사세요!  내구성도 뛰어나요^^ 만족하실겁니다.",5,1,183
2cje***,2020-11-09 14:22:27.908000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,아버지를 어머니가 주민자치센타에서 2주마다 휠처를 빌려 모시고 다녀 힘들어 하셔서 구매하게 됬습니다. 주민센타거 보다 가볍고 잘 굴러다니고 보호자용 브레이크도 있어 좋아 하십니다. 저렴하게 잘 구매 했네요,5,1,114
bb****,2020-11-26 10:57:06.730000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"좋아요~
튼튼하고 쉽게 잘 접히고 쉽게 펴져요~^^
몸 불편한 엄마때문에 샀는데 잘 산거 같아요.",5,1,54
q5e7***,2020-11-25 00:24:56.283000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"너무너무너무  가볍고 튼튼하고 사이즈 딱입니다   메쉬소재쿠션이라 푹신해서  어머님께서  앉아있기 편하다고 하십니다
완제품이라  너무 편합니다",5,1,79
lsi7****,2020-11-26 07:25:02.529000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가볍고 조작하기 간편한 디자인이라 좋습니다. 등받이 부분이 접혀서 차에 실을 때에도 수월하네요.,5,1,53
wang****,2020-10-23 12:07:48.203000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,알루미늄이라고 해서  가벼운줄 알았는데 여자가 들고 하기에는  좀 무겁다는  생각입니다. 마감처리는 좋아요,4,1,59
skyn*****,2020-10-30 05:30:45.159000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,사장님이 친절하시네요 제품도 가성비가 괜찮은거 같아요^^,4,1,31
lk****,2020-10-12 22:39:49.671000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가격대비 최상입니다
튼튼하네요
86세 엄마께서 오래걷지 못하셔
오래걸어야 하는 산책용으로 구입하게 되었어요
저렴한 가격에 이런 좋은 제품을 판매해주셔서 감사합니다
가격이 비싸면 엄두도 못낼 휠체인데요
잘 사용하겠습니다",5,1,121
maca*****,2020-10-06 10:08:01.678000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"애가 발목 골절이 되어서 전치 6주가 나왔어요. 목발로만 다니기엔 너무 힘들어서 휠체어 대여 알아보다가 구입했어요. 

평이 너무 좋고, 판매자분 칭찬이 많아서 믿고 구매했어요!!

사진이 실물을 못따라오네요~~

훨씬 더 고급스럽고 튼튼해보여요. 
아직 집에서만 타봤는데, 바퀴도 잘 구르고, 초등 여아인데도 혼자서 잘 타네요!

많이 파세요!",5,1,193
ccn0***,2020-11-22 06:05:56.191000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,상품 깨끗하구요..튼튼하고..병원에서 사용하느것보다 푹신한것같아서 좋아요,5,1,40
chan*****,2020-10-30 11:16:22.064000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가격도 저렴하고 상품도 괜찮습니다.
다만 플라스틱 냄새가 좀 나네요.",4,1,38
syho***,2020-11-21 06:01:30.234000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,요양병원에 입원해 계시는 엄마가 쓰고 계셔요.편하고좋아하셔요,4,1,33
sogo***,2020-10-25 01:43:46.164000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가볍고 움직임이 부드럽고 무엇보다 보호자용 브레이크가 있어서 너무 좋네요.
잘쓰겠습니다!",5,1,49
jung*******,2020-10-14 04:11:56.881000+00:00,옵션/색상 선택해주세요: (옵션3) E2,"병원에있던  휠체어보다 좀 작아요
아버진 맘에 들어하세요
택시타고 큰병원외래 왔다갔다 하셨는데
손잡이접히고 차종에 상관없이 다니시기 좋다고 하셔서 만족합니다.잘 사용하고 있습니다.",5,1,100
jks6***,2020-11-13 02:12:14.236000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,일단 가볍고 접기가 편해서 좋아요. 다만 발받침을 분리할 수가 없어서 부피가 좀 큽니다.,4,1,49
hk****,2020-11-07 05:30:20.812000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가격에 비해 가성비가 좋다는 정도가 아니라 가격을 더 받으셔도 될 것 같습니다.,5,1,44
mipo****,2020-11-25 10:47:12.951000+00:00,,수령해보니 생각보다 가볍고 트렁크에 무난하게 들어갑니다.,5,1,31
cool****,2020-11-10 14:55:51.077000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"너무너무 친절하게 상담해주셨어요. 전 못봤지만 엄마가 너무 맘에 들어하세요.
무게도 가볍고 쓰기 좋으시데요.",5,1,60
kkk1*****,2020-10-29 02:36:20.690000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,저렴하고 접힐수 있어서 좋아요. 내구성도 좋았으면 좋겠어요.,4,1,33
jang***,2020-11-17 10:18:52.364000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,엄마가 다리가 불편해서 구입했는데 가격도 부담없고 편하게 사용할수 있을것 같아서 참 좋아요.,5,1,51
ausd*****,2020-11-01 01:49:18.661000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,상황이 좋지 않아 문의 전화도 드리고 했는데 친절하게 상담해주셔서 너무 감사합니다. 친정아버지가 쓰시는거라 끌어야하는 엄마도 가볍고 접는 방법도 쉬워서 마음에 들어하네요~,5,1,95
jyna*****,2020-10-19 16:22:40.688000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,지금까지 주문한 휠체어 중에서 단연 으뜸이라네요.좋은 가격 감사합니다.늘 번창하세요^^,5,1,48
0400***,2020-10-20 01:27:32.933000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가볍고 깔끔하고 보관도 용이하고 아주 좋네요.
어머니 사용하시기 좋을것 같아서 구매했는데
매우 맘에듭니다.",5,1,59
03ye******,2020-10-26 07:15:01.543000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,피고 접기도 너무 편하고요 많이 무겁지 않고 탑승하시고 왔다 갔다 했을때 불편함 없다고 하셧어요,5,1,53
kiwi*****,2020-11-04 06:26:30.846000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가격대비 괜찮은 것 같아요 튼튼한 것 같기도 하고. 가볍게 확 밀리는 느낌은 아니고 앉은 분 체중이 다 느껴지긴 하지만 잘 쓸 것 같아요. 수리는 안되고 고장나면 버려야 될 듯 해요.,5,1,102
ykr8***,2020-10-17 22:17:54.208000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"시아버지 다리가 불편하셔서 시어머니가 필요하다셔서 후기보고 구매합니다. 
어디 외출할때 오래 걷지를 못하시니까 모시고 다니시는 시어머니가 많이 불편하셨나봅니다. 
지팡이 짚고 걸으시고 걸음도 아주 천천히  조금 걸으면 또 좀 쉬셔야해서 정말 필요했는데 가볍고 좋으시다고 하시네요. 
실제 제가 보지는 못 했지만 시어머니께서 만족하시니까 저도 기분이 좋으네요.",5,1,200
dm14***,2020-11-16 01:26:44.934000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,거동이 불편한 어머니 실내에서 사용하려고 구매했는데.. 가볍고 크지않아서 실내에서 사용하기에 넘 좋으네요.,5,1,59
phj7***,2020-11-13 14:02:44.942000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"실내에서 사용하기 좋네요
다만 발판이 바깥쪽으로 움직였으면 최고였을듯",4,1,38
lm****,2020-10-07 05:19:26.232000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가볍고 잘접히고, 차량에  접어서 이동하기편하네요. 사이즈도 차량에 싣기 좋아요
참고로 바퀴사이즈와 의자폭은 일반 휠체어보다 작아요. 가격대비 훌륭합니다.",5,1,86
esse****,2020-10-15 01:56:41.374000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,어머님께서 몸이 불편하시어 병원 갈일이 생겼는데 때마침 잘 도착해서 편하게 갔다왔네요 전화상담도 친절하고 제품대비 만족합니다,5,1,69
es****,2020-10-23 10:03:24.981000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,상품 잘 빋았고 초기 품질 좋습니다. 앞 바퀴 재질이 좀 더 부드러웠으면 했으나 아무래도 가격이 있으니 이정도면 됐다 싶으며 조립상태 굿입니다. 길들이면 더 좋아질듯 합니다. 가볍고 단단해 오래 사용할 수 있어 보입니다.,4,1,123
happ*****,2020-11-14 23:04:22.140000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"급하게 필요해서 주문하고 직접방문해서 수령했어요
만족합니다",5,1,32
jimj****,2020-10-24 05:40:07.230000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,어머님 드리려고 샀는데 잘 굴러가고 승차감좋아요 만족합니다 ~,5,1,34
good*******,2020-11-06 00:57:21.054000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,접고 펴기 편리하고 무겁지 않아서 가지고 다니기 편하네요~가격대비 만족합니다~잘 쓸께요,5,1,48
myje*****,2020-10-08 14:19:49.056000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"대박!!!!  이렇게  좋은 휠체어를 구매할수있게되서
기분 좋아요  상품 조작하는것두  생각보다 쉽구
나이드신 분들한테도  조금만 알려드리면  금방 할수있을꺼같아요",5,1,91
yssc******,2020-11-08 06:22:14.308000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,바퀴도 탄탄하고.접히는것도 공간활용에  만족합니다. 바램은 오래도록 이상없으면 좋겠어요 AS도잘되길바랍니다.,5,1,60
8218***,2020-10-22 07:29:12.221000+00:00,옵션/색상 선택해주세요: (옵션3) E2,"다 좋은데 생각보다 가벼워서 그런지
아주 작은 턱이나 장애물 넘어가는걸 꼭 뒤에 밟아줘야 넘어가네요
다른 휠체어는 그정도 턱은이 장애물은 넘어갔는데
그건 좀 아쉽지만 접어서 여자혼자 들어서
모닝차량에 실을만큼 가겹고 손잡이도 접히는건 좋았어요",4,1,135
emae*****,2020-10-03 15:40:37.494000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"개인적인 사정으로 구매 확정과 후기가 늦었네요~
가격 대비 정말 만족합니다. 거동이 불편한 부모님 사용 목적으로 구매했는데, 가벼워서 이동도 수월합니다.",5,1,85
leey*****,2020-10-14 06:14:45.116000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,상품후기가좋아서 구매했네요 역시나 후기좋은 상품은 실패하지 않고 만족스런 제품이더라구요  잘사용하겠습니다^^,5,1,60
hyun******,2020-11-05 10:36:19.003000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"저렴한가격에 튼튼하고 너무 좋은 상품을 받았네요
너무 맘에 듭니다 감사합니다",5,1,42
hjle****,2020-11-08 01:15:57.482000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가성비 좋습니다.
간단한 이둉용으로 구매 했는데, i30 트렁크에도 접으면 들어가고 조작이 간편하여 잘 사용하고 있습니다.",4,1,68
cjs4***,2020-09-20 05:54:09.774000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,사장님 판매 마인드 매우 감동적입니다. 구매전부터 전화상담 잘해주시고 구매후도 끝까지 책임져 주시는 마인드 최고입니다. 후기보고 설마 저렇게 까지 해주실까 했는데 직접 물건을 가져다 주셔서 아주 요긴할때 잘사용했습니다. 지금 같은 철학으로 계속 판매했으면 합니다. 번창하시고 건강 유의하세요.^^,5,1,165
whjh****,2020-10-20 10:40:53.040000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,할아버지께 필요할까싶어 구매했어요.판매자분친절하고좋습니다,5,1,31
irea******,2020-09-28 06:34:31.048000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"갑자기 휠체어가 필요하게 되어서 구매했습니다. 추석 연휴 기간이 껴서 직접 수령하러 갔고요, 급해서 토욜에 전화했는데도 세세히 잘 설명해 주셨습니다. 현장에서 사장님께서 박스에서  꺼내때체크해 주시고 친절히 응대해 주셔서 너무 좋았습니다.",5,1,133
piza****,2020-10-09 15:23:49.441000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"이 정도 가격에 이만한 제품 구하기 쉽지 않은데 대 만족 이에요

그리고 제 키가 184인데 손잡이 높이도 딱 좋고
디자인도 그렇고 넘  마음에 드네요",5,1,84
mira****,2020-09-19 12:53:42.741000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가격이 착해서 좀 걱정했는데 넘 좋네요.
디자인도 핸들링도 다 좋아요.
고민하시는분들 가까운 산책용으로 
강추합니다.
잘 쓸께요^^",5,1,73
mete****,2020-10-12 23:32:37.072000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가성비가 좋은것 같습니다.

잘 받았다고 하네요.

미리 휠체어용 쿠션도 사서 함께 설치한 모습입니다.

잘쓰겠습니다",5,1,65
rsmo***,2020-10-27 17:36:36.802000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"후기가 좋아서 구매했는데..
역시. ... 좋네요.
보호자 브레이크도 편하고 가볍고 접이식이여서..
이동도 편하고 너무 좋네요..
감사합니다",4,1,78
geni********,2020-10-25 14:21:41.864000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가까운 곳 나갈 때 이용하고 있는데 괜찮은 것 같아요!,4,1,30
ju****,2020-10-18 06:50:05.490000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"아버지가 거동이 불편하셔서 급하게 주문 했는데, 빠르게 받아볼 수 있도록 도와주셔서 감사했습니다.
이번에 병원 모시고 가서 사용했는데요. 손잡이가 접이식이라 휠체어에 앉은 상태로 뒤에 전용 판을 대지 않고 엑스레이를 찍을 수 있어서 편리했습니다.
좋은 상품 판매해주셔서 감사합니다.",5,1,157
scwh***,2020-10-23 01:45:58.200000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가격대비 상품좋습니다 다만 시트가 내자정도로 바뀌었으면 합니다,4,1,34
mhja*****,2020-10-18 06:19:16.947000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,아빠가 다리가 불편하셔서 찾던 중 상품평보고 구입했는데 가성비 너무 좋구 너무너무 잘산것 같아요~^^,5,1,56
chil*****,2020-10-31 11:05:19.199000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,시골부모님댁으로 보네사진은. 못찍지만.   튼트해보인다고 하시네요.어머니. 병원다니실때.  필요해서구매 했네요.  번창하세요,5,1,69
ls****,2020-11-01 06:28:28.436000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"상품이미지
[스마트스토어] KL트레이딩

E2 수동 알루미늄 경량 접이식 휠체어 (새 제품 구매가)
옵션/색상 선택해주세요: (옵션3) E2 군청색

좋아요",5,1,87
dogm*******,2020-11-10 13:55:21.349000+00:00,옵션/색상 선택해주세요: (옵션3) E2,다시 병원에 입원하셔서 많이 써보질 못했습니다 ! 그래도 가격에 비해 너무 좋습니다.,5,1,47
nahe****,2020-10-26 07:20:02.084000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,판매자님이 다른곳보다 성의있어 보여서 믿고 주문했어요~ 생각보다 가볍고 집앞 병원가실때 쓰시는데 부피도 적게 차지하고 좋다고 하시네요~~,5,1,76
spac*****,2020-11-06 23:12:43.947000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,아버지가 몸이 불편해서 사드렸어요..물건 맘에 드신다고 하네요,5,1,34
ksyp***,2020-11-03 04:01:35.708000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,아버지가 거동을 못할정도로 힘들어하셨는데 이제품 사용 후 지금은 많이 좋아지셨습니다. 좋은제품 감사합니다,5,1,58
pure*****,2020-11-12 14:06:35.723000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,바퀴가 굴러갈 때 달달 거리는 소리가 커서 조금 아쉽습니다.,5,1,33
yl****,2020-10-15 02:06:39.279000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,손잡이에 브레이크가있어서 너무 마음에 들고 혼자서도 쉽게 운전이 되서 좋아요.밀어줄때 부드럽게 움직이고 앉았을때 편하다고 좋아하셔요.이가격에 너무 좋은 제품 만나서 정말 좋습니다.,5,1,100
an****,2020-09-23 10:03:31.249000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"딱히 긴말이 필요없는 제품이네요.
가격 괜찮고, 튼튼하고, 사용편하고,
생각보다 무겁지도 않구요",5,1,53
preg******,2020-10-31 16:12:27.156000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가볍고 매끄럽게 움직여요. 손잡이부분을 접을수있어서 차에 싣기에도 좋아요,5,1,40
sisk******,2020-10-20 06:08:09.735000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,다리가 불편하신 아버지 퇴원이 급히 결정되어 금요일주문해서 토요일 받았네요. 감사합니다. 병원에서 쓰던 공용보다 좋다고 하시네요. 적극 추천합니다.,5,1,82
sr****,2020-10-24 09:32:59.551000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,구매후기 참고하고 고민 끝에 결정 했어요. 요양원 할머니 모셔 오려고 급 구매.  하루 잠깐 탔어요. 가볍고 좋아요. 더 타보고 리뷰 추가하도록 할게요 ~~,5,1,87
sinl*******,2020-10-15 07:05:13.230000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,싸고 튼튼하고 편리합니다 접이식중에 가성비 가장 좋은거같습니다,5,1,34
hang***,2020-10-31 21:43:47.004000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가성비 괜찮아요
병원 입원에서 사용하기에는 조급 부족 
링겔꽂이가 없어요",3,1,40
phj7***,2020-10-12 13:37:09.599000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가볍고 좋습니다
싸서 발 올려놓는곳이 안 움직이는건 감안했는데..팔 올려놓는 부분도 짧으니 좀 불편하다고 하네요
실내용으로 구매했습니다
어느정도 몸 움직일 수 있는 분이 사용하셔야지 거동이 불편하신분들은 사용하기 힘드니 참고하세요",4,1,128
jm****,2020-11-01 08:41:58.468000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가벼워서 차에 싣기는 좋은데 바퀴가 좀 뻑뻑해서 밀기가 힘들어요,4,1,35
zy****,2020-11-04 08:58:07.359000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,요양병원에 계시는 아버지께 사드렸어요 병실당 휠체어가 하나라고 해서,5,1,37
np****,2020-10-18 00:46:17.866000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"진짜 튼튼하고 이쁘고 좋아요!!!!!!!! 
할머니때문에 구입했어요",5,1,37
snac***,2020-11-03 15:19:30.289000+00:00,옵션/색상 선택해주세요: (옵션3) E2,조금 약한감이 없지 않아 있지만 가정에서 잠깐씩 쓰기에  무리 없습니다,4,1,39
jhj7***,2020-10-31 07:11:33.218000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"저렴하게 구매하여  잘사용중임
굳이 비싼 휠체어   필요없음
모친이 요양원에  계시는데 만족하며ㅈ사용중",5,1,57
dp****,2020-10-20 13:52:41.429000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"일단 빼서 거실에서 타보았숩니다.  가볍고, 진짜 잘굴러다니네요~  기대 이상입니다.  좋은 제품 싸게 구매한것 같아 좋습니다.",5,1,71
mak6***,2020-10-25 02:03:14.113000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가볍고 차량에 손잡이도 접혀서 싣기에도 좋고 걷는게 불편해 밖에 나가는거 무리였는데 꽃구경을 모시고갔더니 너무좋아하시네요~,5,1,68
okte*****,2020-10-21 10:03:00.512000+00:00,옵션/색상 선택해주세요: (옵션3) E2,가격이 저렴한편이라 걱정했으나 아무런 하자도 불편함도 없이 잘 사용하고 있습니다. 무겁지않으면서도 튼튼합니다.,5,1,61
ba****,2020-10-17 10:25:17.865000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,크게 기대안했는데 완전 좋습니다. 븐드럽게 잘 밀리고 접고 피는것도 어렵지 않고 여자가 들어도 계단 오를 수 있어요. 너무 너무 마음에 듭니디ㅡ.,5,1,81
ghso****,2020-10-20 09:07:39.862000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"기존에 갖고 있던 휠체어보다 훨~~씬 가볍고 사용하기 편해 좋습니다.
고민하고 계시는 분이 계시다면 더이상의 고민없이 구매하셔도 될것 같습니다.",5,1,80
rhse******,2020-10-16 11:45:50.102000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가볍고 움직임이 부드러워서 좋다고 하십니다
진작에 안 사줬다고  꾸중아닌 기분좋은 꾸중까지 들었습니다 
감사히 잘 쓰겠습니다",5,1,69
hsks****,2020-10-27 11:56:50.339000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,아부지가 아프셔서 구매했습니다..마음에 들어하시네요..,5,1,30
tkrh*****,2020-10-03 20:16:07.188000+00:00,옵션/색상 선택해주세요: (옵션3) E2,제가 구매 했을 때 보다 가격이 많이 내렸네요~ 잘 사용하고 있습니다~,5,1,39
phot*****,2020-10-26 10:56:08.540000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"엄마 다리 수술후 사용목적으로 구매.
아직 사용 전 이지만 매우 가볍고 조작이 간단
사장님이 매우 친절하시네요",5,1,61
mr_c********,2020-10-09 10:58:42.914000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"자전거정도 무게 입니다.
대여할까 했는데, 저렴해서 구입했습니다.",5,1,36
shy3***,2020-10-23 06:38:55.490000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,천이라 좀 아쉬워요 가죽인줄 알았는데 제가 못본탓이지만 저렴하게 잘 산건 같아요,4,1,44
82sw*******,2020-10-25 00:45:46.278000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"생각보다 튼튼하고, 수납공간이 있어 좋고, 사용자의 마음을 배려해주신것같아 조으네요~^^",5,1,49
park*****,2020-10-19 06:10:47.944000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"시어머님이 요양원에서 잘 사용하고 계십니다.

요양사분들이 안정감있어서 좋다고 하시네요",5,1,48
khah******,2020-10-19 08:20:22.418000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,일반휠체어보다 가벼워서 좋네요. 손잡이에 브레이크기능도 아주 편안해요,5,1,38
miko****,2020-10-18 11:45:45.328000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,스틸제품보다는 확실히 가볍네요. 실내에서 쓰기도 좋을 거 같아요. 가격도 저렴하고...,5,1,48
